FlowCell Text Data File: 20181001SSBgfpPlusHexokinase1.csv
Software Version: 1.50A
Date: 2018-10-01
Time: 17:03:03
User: Kai

Experiment name: 

*** CENTRIFUGE SETTINGS ***
Rotor Manufacturer: Beckman
Rotor Model: SW40Ti
Speed: 35 rpm
Gradient: Succ 5.0% to 45.0% v/v
Time: 
w2t:  x 10^0
Number of Tubes: 2
Sample Volume: 0,250 ml
Temperature: 4.0 deg C

*** FRACTIONATION SETTINGS ***
Volume displaced/mm: 0.143 ml/mm
Tubing length: 280 mm
Total Dead Volume (= last fraction): 0.294 ml
Scan Speed: 0.25 mm/sec
Total Distance: 84.4 mm
Upper Limit to Slow-down Distance: 37.50 mm
Start mode: Meniscus sensing
Fail-safe Distance (M): 7 mm
Number of fractions: 40
Distance/fraction: 2.11 mm
Start Distance: 0.00 mm
Volume/fraction: 0.301 ml
Data Samples/mm: 12.50

*** SCANNING SETTINGS ***
Scanning mode: UV OD WITH SINGLE FLUORESCENCE SCAN
Channel A (LED1) Wavelength: 260 nm
Channel B (LED2) Fluor: EGFP
Excitation (LED2) Wavelength: 474 nm
Excitation filter A: 474/50 nm
Emission filter A: 535/50 nm
Sensitivity: 0
Integration time: 320 ms
Averaging: 1 samples
LED1 (260 nm) On Time: 74 ms
PD2 (474 nm) On Time: 320 ms
Sample A Zero: 852802
Source A Zero: 346748.6
Fluorescence Zero: 633

Data Columns:
SampleA, SourceA, SampleFluor, Position, AbsA, Fraction Number, Fraction Volume (ml)
633265, 346883, 1384, 75.44, 0.670687, , 
635707, 347016, 1372, 75.52, 0.662888, , 
636589, 346893, 1399, 75.60, 0.658970, , 
638080, 346857, 1364, 75.68, 0.653472, , 
639085, 346943, 1397, 75.76, 0.650488, , 
638021, 346824, 1425, 75.84, 0.653466, , 
639147, 346732, 1375, 75.92, 0.648901, , 
639146, 346691, 1364, 76.00, 0.648638, 36, 0.298
641322, 346912, 1324, 76.08, 0.642424, , 
641797, 346789, 1350, 76.16, 0.639959, , 
643701, 346792, 1376, 76.24, 0.633312, , 
644698, 346892, 1352, 76.32, 0.630478, , 
644776, 346827, 1310, 76.40, 0.629784, , 
645396, 346849, 1399, 76.48, 0.627764, , 
644378, 346789, 1474, 76.56, 0.630927, , 
645269, 346737, 1499, 76.64, 0.627480, , 
642768, 346793, 1377, 76.72, 0.636583, , 
641124, 346925, 1376, 76.80, 0.643203, , 
641267, 346842, 1391, 76.88, 0.642162, , 
636814, 346696, 1400, 76.96, 0.656897, , 
638204, 346812, 1414, 77.04, 0.652743, , 
636255, 346827, 1419, 77.12, 0.659723, , 
636502, 346897, 1430, 77.20, 0.659304, , 
635838, 346781, 1441, 77.28, 0.660900, , 
636058, 346823, 1442, 77.36, 0.660394, , 
636566, 346774, 1458, 77.44, 0.658279, , 
636504, 346920, 1443, 77.52, 0.659446, , 
636573, 346683, 1435, 77.60, 0.657664, , 
635139, 346808, 1456, 77.68, 0.663551, , 
635204, 346746, 1458, 77.76, 0.662918, , 
635272, 346918, 1456, 77.84, 0.663793, , 
635034, 346968, 1445, 77.92, 0.664961, , 
637207, 346906, 1446, 78.00, 0.656871, , 
636496, 346950, 1449, 78.08, 0.659669, , 
638411, 346851, 1431, 78.16, 0.652266, 37, 0.309
638040, 346689, 1433, 78.24, 0.652523, , 
639131, 346707, 1422, 78.32, 0.648795, , 
640991, 346922, 1419, 78.40, 0.643650, , 
640720, 346885, 1419, 78.48, 0.644362, , 
641149, 346801, 1409, 78.56, 0.642311, , 
638699, 346764, 1410, 78.64, 0.650686, , 
639547, 346751, 1410, 78.72, 0.647616, , 
639755, 346740, 1409, 78.80, 0.646813, , 
639348, 346759, 1405, 78.88, 0.648368, , 
640164, 346733, 1411, 78.96, 0.645329, , 
639092, 346765, 1412, 79.04, 0.649309, , 
639157, 346683, 1423, 79.12, 0.648547, , 
638132, 346768, 1414, 79.21, 0.652711, , 
638348, 346782, 1426, 79.28, 0.652040, , 
637790, 346853, 1432, 79.37, 0.654469, , 
636998, 346883, 1438, 79.44, 0.657460, , 
636591, 347091, 1444, 79.52, 0.660247, , 
634541, 346951, 1451, 79.60, 0.666598, , 
634398, 346847, 1439, 79.68, 0.666431, , 
631817, 346857, 1452, 79.76, 0.675670, , 
632326, 346884, 1472, 79.84, 0.674033, , 
633350, 347194, 1467, 79.93, 0.672402, , 
632930, 347178, 1468, 80.00, 0.673791, , 
634261, 347197, 1471, 80.09, 0.669186, , 
633712, 346953, 1460, 80.16, 0.669553, , 
635890, 346995, 1464, 80.25, 0.662104, 38, 0.297
636308, 346922, 1464, 80.32, 0.660152, , 
636621, 346962, 1454, 80.41, 0.659305, , 
636721, 346958, 1448, 80.48, 0.658925, , 
635092, 346891, 1450, 80.57, 0.664256, , 
636878, 346819, 1450, 80.65, 0.657469, , 
636194, 346868, 1440, 80.73, 0.660205, , 
636655, 346973, 1441, 80.81, 0.659256, , 
638761, 347202, 1434, 80.89, 0.653309, , 
637309, 346933, 1436, 80.97, 0.656686, , 
639486, 346920, 1429, 81.05, 0.648927, , 
639780, 347055, 1440, 81.13, 0.648768, , 
641242, 347077, 1436, 81.21, 0.643774, , 
641499, 346984, 1437, 81.29, 0.642270, , 
640144, 346958, 1439, 81.37, 0.646859, , 
639993, 346876, 1443, 81.45, 0.646858, , 
639231, 346752, 1444, 81.53, 0.648735, , 
638813, 346796, 1444, 81.61, 0.650492, , 
638962, 346841, 1454, 81.69, 0.650260, , 
639459, 346848, 1454, 81.77, 0.648555, , 
640981, 346975, 1454, 81.85, 0.644029, , 
640633, 346840, 1455, 81.93, 0.644375, , 
641419, 346900, 1456, 82.01, 0.642005, , 
641220, 346933, 1448, 82.09, 0.642918, , 
642834, 346855, 1451, 82.17, 0.636754, , 
643921, 346786, 1447, 82.25, 0.632504, , 
643789, 346636, 1437, 82.33, 0.631992, 39, 0.298
645045, 346696, 1445, 82.41, 0.627995, , 
643682, 346698, 1438, 82.49, 0.632769, , 
647216, 346651, 1429, 82.57, 0.620142, , 
645769, 346880, 1432, 82.65, 0.626665, 40, 0.057
647662, 346863, 1426, 82.73, 0.619967, , 
649197, 346996, 1426, 82.81, 0.615503, , 
650791, 346855, 1427, 82.89, 0.609069, , 
652101, 346805, 1421, 82.97, 0.604220, , 
653015, 346809, 1435, 83.05, 0.601093, , 
654715, 346932, 1423, 83.13, 0.596040, , 
653353, 346846, 1423, 83.21, 0.600169, , 
653143, 346913, 1423, 83.29, 0.601327, , 
656163, 346844, 1428, 83.37, 0.590498, , 
650704, 346689, 1426, 83.45, 0.608293, , 
655058, 346785, 1421, 83.53, 0.593908, , 
653652, 346676, 1426, 83.61, 0.598036, , 
656052, 346804, 1424, 83.69, 0.590619, , 
656592, 346760, 1414, 83.77, 0.588482, , 
659299, 346840, 1433, 83.85, 0.579742, , 
658418, 346842, 1422, 83.93, 0.582764, , 
667949, 346792, 1408, 84.01, 0.550097, , 
676070, 346788, 1406, 84.10, 0.522875, , 
667949, 346792, 1408, 86.16, 0.550097, A, 0.294
